age,education_level,work_experience_years,ielts_listening,ielts_reading,ielts_writing,ielts_speaking,settlement_funds,family_size,occupation_demand_level,has_positive_travel_history,has_job_offer,has_relative,spouse_language_proficient,has_local_work_experience,has_local_education,has_criminal_record,failed_medical_exam,has_misrepresentation,has_valid_passport,has_employment_gap,has_previous_refusal,is_eligible
25,PhD,3,6.7,8.5,6.7,7.2,39238,3,High,True,True,True,False,True,True,False,False,False,True,False,False,1
34,PhD,5,6.9,6.9,7.6,7.9,55898,1,Medium,True,True,False,False,False,False,False,False,False,True,True,False,1
36,Masters,4,8.1,8.1,7.5,7.7,43103,2,Medium,True,False,True,False,True,False,False,False,False,True,False,False,1
25,PhD,6,8.1,7.1,7.1,7.2,52820,3,Critical,True,False,False,True,False,True,False,False,False,True,True,False,1
26,Bachelors,8,7.9,6.5,6.8,7.6,65700,2,High,True,True,True,False,False,True,False,False,False,True,False,False,1
34,Bachelors,8,7.5,7.8,8.2,7.3,36785,1,Medium,True,False,True,True,False,True,False,False,False,True,False,False,1
33,Masters,6,8.3,7.6,7.3,8.4,56545,1,Critical,True,True,False,True,False,True,False,False,False,True,False,False,1
34,Bachelors,5,8.4,7.8,7.3,8.5,54021,3,Medium,True,False,True,False,True,True,False,False,False,True,True,False,1
33,PhD,4,6.9,6.9,7.6,7.6,65203,1,Medium,True,True,True,False,True,False,False,False,False,True,False,False,1
37,PhD,9,7.8,7.4,6.6,6.7,51188,2,Medium,True,False,True,True,False,True,False,False,False,True,True,True,1
31,Masters,8,7.7,7.8,7.3,8.3,35991,1,High,True,True,True,False,False,False,False,False,False,True,True,False,1
33,PhD,9,7.7,7.4,7.0,7.2,34500,1,Critical,True,True,True,False,True,False,False,False,False,True,False,True,1
25,Masters,3,6.7,8.4,8.4,7.4,43650,3,Critical,True,False,True,False,True,False,False,False,False,True,False,False,1
33,PhD,7,7.2,7.6,7.8,8.4,34478,1,Medium,True,False,True,True,True,False,False,False,False,True,True,False,1
34,Masters,5,6.8,7.1,7.8,7.8,72734,2,Medium,True,True,False,True,True,False,False,False,False,True,True,False,1
32,PhD,3,7.4,8.0,7.2,6.6,54950,1,Critical,True,False,False,False,True,True,False,False,False,True,False,False,1
26,Bachelors,4,7.8,8.1,8.4,7.6,73555,2,High,True,False,True,True,True,True,False,False,False,True,True,False,1
35,Masters,9,7.0,7.9,7.0,7.1,35089,3,Critical,True,True,False,True,True,True,False,False,False,True,True,False,1
25,PhD,4,6.5,6.5,8.0,8.2,30231,1,Medium,True,False,True,True,False,True,False,False,False,True,True,False,1
34,Bachelors,3,7.2,7.6,6.5,8.1,55202,1,Medium,True,False,True,True,False,True,False,False,False,True,False,False,1
29,Masters,9,7.4,8.2,6.6,7.7,30434,2,Medium,True,False,False,True,False,True,False,False,False,True,False,False,1
27,Masters,4,7.1,6.9,6.7,6.8,71348,3,Critical,True,True,False,False,False,False,False,False,False,True,True,False,1
37,Bachelors,8,8.0,7.7,7.2,7.5,54298,2,High,True,False,False,True,True,True,False,False,False,True,True,True,1
29,Masters,9,7.4,8.3,8.4,8.0,62004,2,High,True,False,True,False,False,True,False,False,False,True,True,False,1
35,Masters,4,7.9,6.7,8.2,8.1,76503,1,High,True,True,False,True,False,True,False,False,False,True,False,False,1
31,PhD,9,6.8,7.4,7.2,7.3,38130,2,High,True,False,False,True,False,False,False,False,False,True,False,True,1
32,PhD,4,8.2,7.0,7.1,6.9,39906,1,Critical,True,False,False,False,True,False,False,False,False,True,True,False,1
34,Bachelors,3,6.7,7.8,7.4,8.3,65782,2,Medium,True,False,False,True,False,False,False,False,False,False,False,False,1
30,Bachelors,4,8.2,7.0,7.8,7.5,60600,2,Critical,True,False,True,False,False,False,False,False,False,True,True,False,1
30,Masters,9,8.1,6.8,6.6,7.8,35372,2,High,True,False,False,True,False,False,False,False,False,True,False,False,1
36,PhD,4,7.2,8.2,7.1,6.9,50944,3,High,True,True,False,False,False,True,False,False,False,True,True,False,1
36,Masters,6,8.1,6.8,7.3,6.7,52891,3,High,True,False,True,True,True,True,False,False,False,True,False,False,1
35,Masters,7,7.5,7.2,7.7,7.1,79152,3,High,True,True,False,True,True,False,False,False,False,True,False,True,1
37,PhD,5,6.6,7.2,7.5,7.6,64422,2,Medium,True,False,False,False,False,False,False,False,False,True,False,False,1
33,PhD,8,6.8,7.9,7.4,8.4,72336,2,Medium,True,False,True,False,True,True,False,False,False,True,False,False,1
26,PhD,6,7.1,7.5,8.3,7.3,45672,3,Critical,True,False,True,True,True,False,False,True,False,True,False,False,1
30,Bachelors,3,7.4,8.4,8.2,6.8,35766,3,Medium,True,False,False,True,True,True,False,False,False,True,True,False,1
31,Bachelors,6,8.2,8.3,6.7,7.8,64721,1,Medium,True,False,True,False,True,False,False,False,False,True,False,False,1
26,PhD,7,6.9,7.8,6.7,6.8,30972,1,Medium,True,True,False,False,True,True,False,False,False,True,False,False,1
35,Masters,5,7.6,7.6,7.6,8.3,72556,3,Medium,True,False,False,True,False,False,False,False,False,True,False,False,1
35,PhD,9,6.6,8.0,7.0,7.0,69623,2,Medium,True,False,False,False,False,False,False,False,False,True,False,False,1
32,Masters,3,7.3,7.6,7.8,7.9,68511,3,High,True,True,True,False,False,True,False,False,False,True,False,False,1
25,PhD,6,8.0,7.6,6.6,7.5,32503,1,High,True,False,True,True,False,True,False,False,False,True,True,True,1
27,PhD,9,8.1,7.3,7.5,7.4,48568,3,High,True,True,False,True,True,True,False,False,False,True,True,False,1
37,Bachelors,8,7.2,6.9,7.7,7.2,42787,2,High,True,False,True,True,True,True,False,False,False,True,True,True,1
26,Bachelors,3,7.6,6.6,7.6,7.0,45134,1,Critical,True,False,True,True,False,False,False,False,False,True,False,False,1
31,Bachelors,4,6.7,7.2,6.7,8.4,35113,1,Critical,True,False,True,False,False,False,False,False,False,True,True,False,1
26,Bachelors,5,7.7,8.3,6.7,6.6,48619,3,Medium,True,True,False,False,False,False,False,False,False,False,False,False,1
33,Masters,3,7.2,7.1,6.6,8.3,78585,1,High,True,False,True,False,True,False,False,False,False,True,False,True,1
30,PhD,6,7.1,7.1,8.3,6.7,40909,2,Critical,True,True,False,False,True,True,False,False,False,True,False,False,1
28,Masters,7,8.3,7.4,7.7,7.1,54803,1,Critical,True,False,False,True,True,True,False,False,False,True,False,False,1
35,PhD,3,7.6,6.8,7.6,7.7,54233,2,High,True,False,True,False,False,False,False,False,False,True,True,False,1
37,Masters,4,8.2,6.9,7.4,7.0,45878,2,Medium,True,True,False,True,True,True,False,False,False,True,True,False,1
26,PhD,8,6.8,7.7,7.6,6.8,66213,3,Critical,True,True,True,False,False,False,False,False,False,True,True,False,1
27,Masters,5,7.8,7.6,8.4,8.4,39128,3,Critical,True,True,False,False,True,True,False,False,False,True,False,True,1
37,Bachelors,7,7.9,6.6,8.5,7.2,70445,3,Critical,True,True,False,True,True,False,False,False,False,True,False,False,1
32,Masters,6,8.3,8.1,8.4,7.7,61378,3,Critical,True,True,True,True,False,False,False,False,False,True,True,False,1
36,Bachelors,4,6.6,8.1,6.6,7.6,76973,1,Critical,True,True,True,False,False,True,False,False,False,True,True,False,1
26,Masters,9,6.6,8.1,7.6,8.4,59380,3,Medium,True,False,True,True,True,False,False,False,False,True,True,False,1
28,Bachelors,6,8.5,7.6,7.1,8.3,48520,1,High,True,True,False,False,True,False,False,False,False,True,False,False,1
25,PhD,8,7.6,7.4,8.5,7.5,73139,1,Medium,True,False,True,True,False,False,False,False,False,True,False,False,1
33,PhD,6,7.2,7.6,7.6,6.7,58695,1,Critical,True,True,False,True,True,False,False,False,False,True,True,False,1
31,Masters,4,7.1,7.8,8.5,8.4,34842,2,Medium,True,False,False,False,False,True,False,False,False,True,False,False,1
30,Masters,3,8.2,7.3,7.9,6.5,68717,2,Medium,True,True,True,False,True,True,False,False,False,True,True,True,1
35,PhD,4,7.1,8.3,6.6,8.3,67515,3,Medium,True,False,True,False,False,False,False,False,False,True,False,False,1
33,Bachelors,3,7.3,7.6,7.6,7.6,76506,1,Critical,True,True,False,False,True,False,False,False,False,True,False,False,1
31,Masters,3,8.1,8.3,8.2,7.7,39654,1,High,True,False,False,False,True,True,False,False,False,True,False,False,1
35,PhD,7,8.1,6.9,7.0,6.9,70789,2,Medium,True,True,True,True,True,True,False,False,False,True,True,False,1
32,Bachelors,8,6.8,7.2,7.4,8.4,35102,3,High,True,False,True,True,False,False,False,False,False,True,False,False,1
25,Masters,3,7.6,7.2,7.0,7.5,76670,3,High,True,True,True,False,True,True,False,False,False,True,True,False,1
32,Bachelors,5,7.4,6.7,8.2,8.3,61920,1,High,True,True,True,False,False,False,False,False,False,True,False,False,1
29,Masters,4,8.3,7.0,6.8,7.7,71707,1,Critical,True,False,True,True,False,False,False,False,False,True,False,True,1
32,Bachelors,8,8.5,8.4,8.4,6.6,36751,3,Critical,True,False,False,False,True,False,False,False,False,True,False,True,1
35,Bachelors,9,8.2,7.7,8.1,7.9,40268,3,Critical,True,False,False,True,False,True,False,False,False,True,True,False,1
29,PhD,5,8.0,6.5,6.7,7.5,73807,3,High,True,True,True,True,True,False,False,False,False,True,True,False,1
26,Masters,8,7.9,6.6,8.1,6.8,75889,3,High,True,False,False,True,True,False,False,False,False,True,True,True,1
25,Masters,3,7.1,8.3,7.0,7.9,42549,3,Critical,True,False,False,False,True,True,False,False,False,True,True,False,1
36,Masters,3,7.1,7.1,7.6,7.8,73669,2,High,True,False,True,False,True,False,False,False,False,True,False,False,1
31,PhD,8,8.0,8.2,8.1,7.4,74837,3,Critical,True,True,False,True,False,True,False,False,False,True,False,False,1
37,PhD,8,8.3,7.6,7.1,6.7,79068,3,Critical,True,True,False,True,False,False,False,False,False,True,False,False,1
36,Masters,9,7.5,7.6,6.7,7.8,62972,3,Critical,True,False,True,False,True,True,False,False,False,True,False,True,1
30,Bachelors,8,7.2,7.6,7.1,7.1,77755,2,High,True,False,True,False,False,False,False,False,False,True,True,False,1
28,Masters,7,8.0,6.7,7.4,8.1,69137,1,Critical,True,False,True,False,True,False,False,False,False,True,False,False,1
30,Masters,9,7.1,7.1,8.5,7.3,55129,2,Medium,True,True,False,True,True,False,False,False,False,True,False,False,1
25,Masters,8,7.2,6.8,6.8,7.0,32378,1,High,True,True,True,False,True,True,False,False,False,True,False,False,1
32,Masters,4,7.1,8.2,6.7,8.4,41569,3,Medium,True,False,False,True,False,False,False,False,False,True,True,True,1
32,PhD,4,6.6,6.6,7.3,6.9,75034,2,Medium,True,True,True,True,False,True,False,True,False,True,False,False,1
27,Masters,3,7.5,7.6,7.7,6.6,56005,1,High,True,True,False,True,False,True,False,False,False,True,True,False,1
27,Bachelors,4,6.7,7.1,7.1,7.5,68603,3,Critical,True,False,True,False,True,True,False,False,False,True,True,False,1
26,Masters,9,8.2,8.1,6.5,7.4,56084,3,Medium,True,True,False,True,False,True,False,False,False,True,True,False,1
37,Bachelors,6,7.0,6.8,7.8,7.2,34791,1,High,True,True,False,False,True,True,False,False,False,True,False,True,1
30,Bachelors,7,8.2,7.1,7.6,8.3,42275,3,Medium,True,True,False,False,True,True,False,False,False,True,True,False,1
34,Masters,8,7.5,6.7,8.5,7.1,44139,2,Medium,True,False,True,True,True,True,False,False,False,True,True,True,1
27,Bachelors,4,7.7,7.5,7.5,7.1,30723,1,High,True,True,False,True,True,True,False,False,False,True,True,False,1
27,Masters,6,6.6,8.4,6.5,8.3,71918,2,High,True,True,False,False,True,True,False,False,False,True,False,False,1
30,PhD,7,8.0,6.5,8.4,7.4,52171,2,High,True,False,True,True,False,False,False,False,False,True,True,True,1
26,PhD,8,7.4,7.1,6.9,7.1,40970,3,Medium,True,True,False,False,False,True,False,False,False,True,False,False,1
33,Masters,4,7.5,7.0,8.2,7.7,51459,3,Critical,True,True,False,False,False,True,False,False,False,True,False,False,1
36,PhD,8,6.8,6.5,6.9,6.8,46525,1,High,True,True,False,True,False,True,False,False,False,True,False,False,1
37,Bachelors,6,7.7,8.4,8.1,6.6,63852,3,Medium,True,False,True,False,False,True,False,True,False,True,False,False,1
28,PhD,8,6.6,6.9,7.4,8.4,65753,1,Medium,True,False,True,False,True,False,False,False,False,True,True,False,1
33,Masters,6,6.7,7.7,7.4,7.7,28203,1,Medium,True,True,False,True,False,True,False,False,False,True,True,False,1
27,Bachelors,9,7.5,8.1,8.5,7.2,41045,2,Critical,True,False,False,True,False,True,False,False,False,True,False,False,1
34,PhD,4,6.8,8.2,7.4,6.6,79299,1,Medium,True,False,True,False,True,True,False,False,False,True,False,False,1
35,PhD,8,6.7,7.0,7.3,7.8,73741,3,High,True,False,True,True,False,True,False,False,False,True,False,False,1
37,Bachelors,4,7.6,6.5,7.9,8.2,29788,1,High,True,False,True,False,True,True,False,False,False,True,False,False,1
26,Bachelors,9,7.9,6.8,7.1,6.7,49923,2,Medium,True,True,True,False,False,True,False,False,False,True,True,True,1
27,PhD,7,6.5,7.0,7.9,8.1,44191,3,Medium,True,False,True,False,False,True,False,False,False,True,False,False,1
28,Masters,8,7.1,8.0,7.1,7.8,29074,1,Critical,True,True,True,True,True,True,False,False,False,True,True,False,1
30,PhD,7,6.8,7.3,8.4,7.7,35713,3,High,True,True,False,False,True,False,False,False,False,True,False,False,1
29,PhD,7,7.9,7.7,7.3,7.7,77820,1,High,True,False,True,True,False,False,False,False,False,True,False,False,1
25,Bachelors,5,7.1,7.6,8.1,7.6,70397,3,Critical,True,False,False,False,True,False,False,False,False,True,False,True,1
27,Masters,3,7.2,7.2,6.6,7.8,72020,1,Critical,True,True,False,True,False,False,False,False,False,True,False,True,1
33,PhD,9,6.8,7.1,7.5,7.8,32301,1,Medium,True,True,True,False,True,True,False,False,False,True,True,False,1
25,PhD,5,6.6,8.1,8.5,7.5,57459,3,Critical,True,True,True,True,True,True,False,False,False,True,False,False,1
32,PhD,3,7.1,8.1,8.3,8.3,57278,1,Medium,True,True,False,False,False,False,False,False,False,True,False,False,1
37,PhD,8,8.4,7.2,7.2,7.5,68868,2,Medium,True,True,True,False,True,True,False,False,False,True,True,False,1
28,PhD,4,8.4,6.8,7.7,8.4,39846,1,High,True,False,False,True,True,False,False,False,False,True,False,False,1
25,Masters,3,7.0,8.1,7.5,7.6,37362,3,High,True,False,False,True,False,False,False,False,False,True,False,False,1
31,Masters,6,8.0,8.3,8.0,7.1,40239,2,Medium,True,True,True,True,False,True,False,False,False,True,True,False,1
34,Masters,7,7.1,8.3,7.1,6.6,41231,2,High,True,True,True,True,True,True,False,False,False,True,True,False,1
32,PhD,8,7.0,7.9,7.0,7.6,70427,2,High,True,False,False,False,False,False,False,False,False,True,False,False,1
30,Masters,7,6.6,7.6,7.3,8.5,47576,1,Critical,True,False,True,True,True,False,False,False,False,True,True,False,1
34,Bachelors,6,7.9,7.4,7.9,7.1,79512,2,Critical,True,False,False,False,True,True,False,False,False,True,True,False,1
36,PhD,5,7.9,6.9,7.4,8.0,60798,3,High,True,True,True,True,True,False,False,False,False,True,False,False,1
37,Bachelors,7,7.5,6.8,8.4,7.8,41905,3,Critical,True,False,True,False,True,True,False,False,False,True,True,False,1
37,Masters,9,8.4,7.1,7.5,8.0,52100,2,Medium,True,False,True,True,True,False,False,False,False,True,False,False,1
25,Masters,9,8.2,7.3,7.1,7.8,51276,2,Medium,True,False,True,False,True,True,False,False,False,True,True,False,1
37,PhD,9,8.0,8.5,6.8,8.4,77642,2,High,True,False,False,False,True,False,False,False,False,True,True,False,1
28,Bachelors,8,6.8,7.4,7.9,8.1,72834,3,High,True,True,False,False,True,True,False,False,False,True,True,True,1
32,Masters,5,8.2,7.4,7.1,7.4,49858,3,Critical,True,False,False,True,False,True,False,False,False,True,True,True,1
29,Bachelors,3,7.4,7.7,6.6,8.1,72142,2,Critical,True,False,False,True,False,True,False,False,False,True,True,False,1
34,Masters,5,6.9,6.7,7.0,7.5,26060,1,High,True,True,False,False,False,False,False,False,False,True,True,False,1
35,PhD,5,7.6,7.6,6.8,7.7,74622,1,High,True,True,True,False,True,True,False,False,False,True,False,False,1
32,Masters,6,6.6,7.9,6.6,8.2,41130,2,Critical,True,True,True,False,True,False,False,False,False,True,False,False,1
27,Bachelors,7,8.4,7.9,7.8,7.1,48337,1,Medium,True,True,True,False,True,False,False,False,False,True,True,False,1
25,Masters,6,7.2,7.6,7.3,6.7,63496,3,Medium,True,False,True,False,False,True,False,False,False,True,True,False,1
26,PhD,8,6.9,8.4,7.1,7.2,62268,1,High,True,False,True,False,False,False,False,False,False,True,False,True,1
29,Bachelors,8,6.7,8.3,7.3,8.4,65540,3,Critical,True,False,False,False,False,True,False,False,False,True,True,False,1
26,Masters,5,7.4,8.5,6.9,6.6,62219,2,Medium,True,False,True,False,False,True,False,False,False,True,False,True,1
31,Bachelors,8,8.5,7.8,6.8,7.8,39209,2,Medium,True,True,False,False,True,False,False,False,False,True,False,False,1
25,PhD,6,7.4,7.7,7.5,6.5,76756,1,Medium,True,True,False,False,True,False,False,False,False,True,False,False,1
25,Masters,9,7.6,6.9,6.6,8.5,78403,1,Medium,True,False,True,False,True,False,False,False,False,True,False,False,1
35,Bachelors,7,7.9,7.8,6.8,6.7,63202,1,Medium,True,True,True,False,True,True,False,False,False,True,True,False,1
32,Masters,5,7.1,8.2,8.1,8.3,36178,3,High,True,False,False,False,True,False,False,False,False,True,False,False,1
32,Masters,3,7.8,7.3,7.7,7.9,67504,2,Medium,True,False,True,True,False,True,False,False,False,True,True,False,1
35,Masters,8,6.6,7.8,8.4,8.1,60215,1,Critical,True,False,False,True,False,True,False,True,False,True,True,False,1
34,Masters,7,6.6,7.6,7.6,7.3,42647,2,High,True,False,False,True,True,True,False,False,False,True,False,False,1
34,Bachelors,4,7.0,8.3,7.5,6.7,79245,1,Critical,True,True,False,True,False,True,False,True,False,True,True,True,1
32,Bachelors,5,7.1,7.7,8.4,8.1,73297,3,Medium,True,False,False,False,False,True,False,False,False,False,True,False,1
33,PhD,4,7.5,6.6,6.8,6.9,69260,3,High,True,True,False,False,False,False,False,False,False,True,True,False,1
34,Bachelors,7,7.9,7.7,8.3,8.3,78430,1,High,True,True,True,False,True,False,False,False,False,True,False,False,1
25,Bachelors,6,7.3,7.6,7.8,7.1,77138,3,Critical,True,False,True,False,True,False,False,False,False,True,False,False,1
28,Masters,8,7.0,6.5,8.2,8.5,69430,1,Medium,True,False,True,False,False,True,False,False,False,True,False,False,1
30,PhD,3,7.5,7.1,7.1,7.7,48050,2,High,True,True,False,True,False,False,False,False,False,True,True,False,1
26,Bachelors,6,7.7,8.4,6.9,7.1,56127,3,Critical,True,True,False,False,True,True,False,False,False,True,True,False,1
26,Bachelors,6,7.1,8.2,8.4,8.2,42352,3,High,True,False,False,True,False,True,False,True,False,True,True,True,1
28,Bachelors,5,7.3,7.3,7.2,8.5,70712,2,Critical,True,False,True,False,False,False,False,False,False,True,False,False,1
36,Bachelors,5,7.9,8.2,7.1,7.5,64083,3,High,True,False,True,False,True,True,False,False,False,True,False,False,1
31,Bachelors,6,7.7,6.5,8.0,7.2,38070,1,Critical,True,True,False,False,False,True,False,False,False,True,True,False,1
33,Bachelors,6,8.5,6.7,7.0,8.3,29655,1,Medium,True,True,True,True,False,True,False,False,False,True,False,False,1
33,Masters,3,7.0,7.1,7.2,7.1,39108,3,High,True,False,True,False,False,True,False,False,False,True,False,True,1
37,PhD,6,7.6,7.4,7.8,7.7,53410,3,Medium,True,True,False,False,False,True,False,False,False,True,False,False,1
29,Masters,9,6.8,7.8,6.8,6.9,30362,1,High,True,True,True,True,False,True,False,False,False,True,True,False,1
32,Bachelors,5,6.5,6.9,7.1,7.4,56417,2,High,True,True,False,True,True,False,False,False,False,True,False,True,1
30,Bachelors,9,7.6,8.3,6.9,8.1,50815,3,Critical,True,False,True,True,True,False,False,False,False,True,False,False,1
36,Masters,7,6.8,8.4,7.4,7.1,74773,1,Critical,True,True,False,False,False,True,False,False,False,True,False,False,1
33,Bachelors,9,8.5,8.4,6.9,7.3,38403,3,High,True,True,True,False,True,True,False,False,False,True,True,False,1
27,PhD,7,7.9,6.5,7.7,7.8,60515,3,Medium,True,False,True,False,False,False,False,False,False,True,False,False,1
34,Masters,7,7.4,7.8,8.0,7.7,70464,1,Critical,True,False,False,False,True,True,False,False,False,True,False,True,1
29,PhD,3,6.8,8.2,8.1,8.0,64804,2,Medium,True,True,False,True,True,False,False,False,False,True,True,False,1
29,PhD,5,8.2,8.4,7.2,7.3,74148,3,Medium,True,True,True,False,True,False,False,False,False,True,True,False,1
30,Masters,5,7.7,7.9,8.5,6.6,78222,1,Critical,True,True,False,False,True,False,False,False,False,True,True,False,1
36,Bachelors,6,7.6,8.2,6.7,7.2,63710,2,Medium,True,True,True,True,False,False,False,False,False,True,True,False,1
27,PhD,4,8.0,8.4,7.8,8.1,79756,2,Critical,True,True,True,True,True,False,False,False,False,True,False,True,1
34,PhD,7,6.5,7.2,8.2,6.7,37830,2,Critical,True,False,True,False,False,False,False,False,False,True,True,False,1
26,PhD,9,6.5,8.1,8.0,6.8,60821,1,Medium,True,True,True,True,False,False,False,False,False,True,True,False,1
33,Bachelors,5,8.2,6.8,7.0,8.3,63526,3,Medium,True,True,False,False,False,False,False,False,False,True,True,False,1
35,Masters,6,8.3,6.7,7.3,7.2,59714,3,Medium,True,False,False,True,True,False,False,False,False,True,True,False,1
28,Bachelors,7,7.6,8.4,6.6,8.0,38299,3,Critical,True,False,True,False,True,True,False,False,False,True,False,False,1
27,PhD,6,8.0,7.4,6.8,6.5,68181,2,High,True,True,True,False,True,False,False,False,False,True,True,False,1
33,Masters,8,6.8,7.6,6.9,7.1,44754,3,High,True,False,True,False,False,False,False,False,False,True,False,False,1
31,Bachelors,7,8.2,7.6,7.7,7.3,79580,2,High,True,True,True,False,False,False,False,False,False,True,True,False,1
29,PhD,4,7.1,7.0,7.9,8.3,66307,1,High,True,True,True,False,False,False,False,False,False,True,True,False,1
31,Masters,7,7.4,6.7,7.9,6.7,57768,3,High,True,True,False,True,True,False,False,False,False,True,True,False,1
28,PhD,9,8.0,7.8,8.3,8.3,40234,2,Critical,True,True,True,False,True,True,False,False,False,True,True,True,1
26,Masters,9,8.2,6.7,8.3,6.7,73179,1,Critical,True,False,False,True,False,False,False,False,False,True,True,False,1
26,Bachelors,5,7.3,6.9,7.2,8.3,30283,1,Medium,True,False,False,True,False,True,False,False,False,True,False,False,1
36,PhD,5,6.7,8.3,7.9,6.7,75942,2,High,True,True,False,False,False,False,False,False,False,True,True,False,1
37,Bachelors,8,7.4,6.6,7.8,6.9,35333,1,Medium,True,True,True,True,False,True,False,False,False,True,True,False,1
31,Bachelors,6,6.6,7.3,7.6,7.0,67963,3,Medium,True,False,True,True,False,True,False,False,False,True,True,False,1
27,Bachelors,7,7.1,6.6,7.4,6.8,26165,1,High,True,True,True,False,False,False,False,False,False,True,False,True,1
31,Masters,5,6.7,7.0,7.5,6.7,71763,3,Medium,True,True,False,True,True,False,False,False,False,True,True,False,1
29,Bachelors,7,8.2,6.7,8.1,7.2,49249,3,Critical,True,False,False,True,True,False,False,False,False,True,False,True,1
28,PhD,9,8.3,6.8,8.4,8.2,74003,1,High,True,True,True,True,False,True,False,False,False,True,True,False,1
26,Masters,4,7.6,8.1,8.0,8.4,60199,1,Critical,True,True,False,True,True,True,False,False,False,True,True,False,1
31,Bachelors,4,8.5,7.9,6.8,7.5,45066,1,Critical,True,True,True,False,False,False,False,False,False,True,True,False,1
29,Masters,3,7.1,6.8,8.1,6.6,52036,2,High,True,True,False,True,False,False,False,False,False,True,True,False,1
27,Bachelors,5,7.7,7.5,7.0,7.4,55019,1,High,True,False,False,False,False,False,False,False,False,True,False,False,1
26,Bachelors,6,6.9,8.3,7.9,8.4,76736,1,High,True,False,False,False,False,True,False,False,False,True,True,True,1
35,PhD,3,8.1,7.5,6.6,7.1,75285,2,High,True,False,False,True,False,True,False,False,False,True,True,True,1
35,PhD,7,8.2,7.7,6.9,7.4,50152,3,High,True,False,False,True,True,True,False,False,False,True,False,True,1
26,PhD,7,8.0,8.4,8.2,7.3,58260,2,High,True,False,False,True,True,False,False,False,False,True,False,False,1
29,Bachelors,6,8.0,7.3,6.5,8.2,31215,1,Critical,True,False,False,True,True,True,False,False,False,True,True,True,1
28,Masters,9,7.9,7.7,6.5,7.8,62518,3,Critical,True,False,True,True,False,False,False,False,False,True,True,False,1
33,PhD,5,8.0,7.0,7.3,7.9,66796,1,High,True,False,False,True,False,False,False,False,False,True,True,False,1
29,PhD,9,8.2,7.8,7.9,6.7,73977,1,Medium,True,True,True,False,True,False,False,False,False,True,True,True,1
26,Bachelors,3,7.3,8.3,6.9,7.3,54938,1,Critical,True,True,True,False,False,False,False,False,False,True,True,True,1
37,PhD,7,7.6,7.3,6.9,6.8,60537,3,High,True,True,False,False,True,False,False,False,False,True,False,False,1
25,Masters,6,7.9,8.3,6.7,7.2,71417,3,Medium,True,True,False,True,False,True,False,False,False,True,True,False,1
29,PhD,7,6.9,7.8,8.3,7.2,37025,2,Critical,True,True,False,False,True,True,False,False,False,True,False,False,1
26,Bachelors,6,7.0,6.9,7.2,6.7,69782,3,Medium,True,True,True,True,True,False,False,False,False,True,True,False,1
32,PhD,7,6.7,7.1,7.1,7.7,65316,1,Critical,True,False,True,False,True,False,False,False,False,True,True,False,1
25,PhD,6,8.0,7.8,6.5,6.5,65623,2,Medium,True,False,False,False,True,True,False,True,False,True,False,False,1
27,PhD,5,7.0,6.9,6.7,8.2,30962,2,High,True,True,False,False,True,False,False,False,False,True,True,False,1
37,Masters,9,7.4,7.0,7.7,6.6,33331,1,Critical,True,True,False,False,True,True,False,False,False,True,True,False,1
25,Bachelors,5,8.3,7.1,8.0,7.5,74434,3,Medium,True,True,False,False,True,True,False,False,False,True,True,False,1
37,Masters,7,8.5,7.9,6.7,7.2,59758,3,Medium,True,True,True,True,False,True,False,False,False,True,False,False,1
31,PhD,4,7.0,7.7,7.4,8.2,68397,1,Critical,True,False,False,True,False,True,False,False,False,True,False,False,1
28,Bachelors,7,6.7,7.4,6.7,7.5,53075,2,Medium,True,False,False,False,False,True,False,False,False,True,True,False,1
31,Masters,6,7.3,7.3,7.3,6.9,54253,1,Medium,True,False,True,True,True,True,False,False,False,True,True,True,1
27,PhD,5,7.6,7.5,8.5,7.2,70894,2,Medium,True,True,False,True,False,True,False,False,False,True,True,True,1
34,PhD,4,7.3,7.1,8.2,7.4,67775,2,Critical,True,False,True,True,False,True,False,False,False,True,False,True,1
30,Masters,8,7.4,7.2,7.6,6.8,34511,2,Critical,True,True,True,True,True,True,False,False,False,True,True,False,1
34,PhD,8,8.2,7.4,6.6,6.7,52928,2,High,True,False,True,True,False,True,False,False,False,True,True,False,1
31,Bachelors,3,8.0,6.9,6.7,8.5,67340,1,Medium,True,True,False,False,True,True,False,False,False,True,True,True,1
30,Bachelors,3,8.3,7.5,8.4,8.0,32145,1,Medium,True,True,False,False,True,True,False,False,False,True,True,False,1
27,PhD,5,8.2,7.4,7.7,8.3,42318,2,High,True,True,True,False,False,True,False,False,False,True,False,False,1
27,Masters,9,6.8,8.0,7.6,6.8,31875,1,Critical,True,False,False,False,False,True,False,False,False,True,False,False,1
37,PhD,7,8.1,6.9,7.7,7.7,69519,2,High,True,True,True,False,True,True,False,False,False,True,False,False,1
27,Masters,8,6.8,7.8,7.7,7.7,78155,2,Medium,True,False,False,True,True,False,False,False,False,True,True,False,1
37,Bachelors,5,7.4,6.8,7.6,8.1,74239,3,High,True,True,True,False,False,False,False,False,False,True,True,False,1
31,Masters,5,7.7,6.6,8.3,6.8,64690,2,High,True,True,True,False,False,True,False,False,False,True,True,True,1
35,PhD,4,8.1,6.6,7.5,6.9,30011,1,Medium,True,True,True,False,False,True,False,False,False,True,True,True,1
